transaction_amount,transaction_hour,location_mismatch,previous_fraud_flags,velocity_last_1hr,account_age_days,failed_auth_attempts,ip_country_match,amount_deviation_ratio,is_weekend,distance_from_home_km,cvv_match,is_fraudulent_transaction,cvv_match_missing,transaction_amount_missing,ip_country_match_missing,device_type_mobile,device_type_tablet,device_type_unknown,card_type_debit,card_type_prepaid,card_type_virtual,transaction_channel_mobile_app,transaction_channel_online,transaction_channel_pos,merchant_category_electronics,merchant_category_entertainment,merchant_category_gambling,merchant_category_groceries,merchant_category_healthcare,merchant_category_retail,merchant_category_travel
126.26,1.0,0.0,0.0,4.0,206.0,0.0,1.0,,1.0,32.4,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
116.67,14.0,0.0,0.0,0.0,,0.0,1.0,0.1244,0.0,9.16,1.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
5602.09,21.0,1.0,1.0,,,4.0,1.0,54.9913,1.0,153.09,1.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
126.26,10.0,0.0,0.0,0.0,359.0,0.0,1.0,-0.8071,1.0,21.45,1.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8.8,16.0,0.0,0.0,1.0,,,1.0,,0.0,17.91,1.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
101.34,10.0,0.0,0.0,0.0,989.0,0.0,1.0,-0.0541,1.0,12.31,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
164.8,14.0,0.0,0.0,,562.0,,1.0,0.3936,0.0,27.77,1.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
238.71,12.0,0.0,0.0,1.0,,,1.0,,1.0,98.54,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
126.26,17.0,0.0,,1.0,860.0,0.0,1.0,-0.0503,1.0,,1.0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
126.26,10.0,1.0,0.0,,,0.0,1.0,1.6108,1.0,10.35,1.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
228.76,14.0,0.0,0.0,2.0,1646.0,0.0,1.0,0.9262,0.0,4.1,1.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
232.36,18.0,0.0,0.0,4.0,505.0,0.0,1.0,0.5861,0.0,9.73,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
99.44,15.0,0.0,0.0,2.0,,1.0,1.0,-0.3139,0.0,1.36,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
437.89,11.0,0.0,0.0,1.0,602.0,1.0,1.0,9.7391,0.0,,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
236.71,9.0,0.0,0.0,0.0,1731.0,,1.0,-0.1401,0.0,13.7,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2715.96,18.0,0.0,,12.0,12.0,3.0,0.0,45.9085,1.0,410.02,0.0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
31.58,13.0,0.0,0.0,1.0,,0.0,1.0,-0.8934,1.0,0.72,1.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
96.16,19.0,1.0,0.0,2.0,421.0,0.0,1.0,-0.5488,1.0,,1.0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
59.61,12.0,0.0,1.0,1.0,527.0,0.0,1.0,-0.6474,1.0,16.81,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
126.26,18.0,0.0,0.0,0.0,278.0,,1.0,-0.7254,1.0,18.56,1.0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
59.94,3.0,0.0,0.0,1.0,428.0,0.0,1.0,-0.8743,1.0,0.27,1.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
126.26,12.0,0.0,0.0,3.0,955.0,0.0,1.0,,0.0,29.48,1.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
66.36,7.0,0.0,0.0,1.0,876.0,0.0,1.0,,0.0,16.88,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
175.07,13.0,0.0,0.0,,463.0,0.0,1.0,0.1581,0.0,,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
126.26,14.0,0.0,0.0,1.0,167.0,1.0,1.0,,0.0,,1.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
910682.75,6.0,0.0,0.0,1.0,701.0,0.0,1.0,4253.8334,0.0,11.22,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
126.26,16.0,0.0,1.0,1.0,409.0,,1.0,,0.0,10.62,1.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
815301.91,1.0,0.0,1.0,11.0,41.0,5.0,0.0,3327.3888,0.0,638.66,0.0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
126.26,9.0,0.0,0.0,0.0,477.0,0.0,1.0,0.0634,0.0,38.23,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
126.26,15.0,0.0,0.0,1.0,1945.0,0.0,1.0,,0.0,,1.0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
71.65,9.0,0.0,0.0,3.0,1595.0,,1.0,-0.6449,0.0,,1.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
282.05,12.0,1.0,0.0,2.0,,0.0,1.0,1.7831,0.0,0.07,1.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
126.26,9.0,0.0,,1.0,,0.0,1.0,-0.2117,0.0,20.46,1.0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
126.26,16.0,0.0,0.0,4.0,332.0,0.0,1.0,,0.0,58.59,1.0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
195.76,13.0,0.0,0.0,,1373.0,0.0,0.0,,0.0,5.63,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
126.26,10.0,0.0,0.0,,754.0,0.0,1.0,-0.7511,0.0,14.05,1.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
9.83,4.0,0.0,0.0,1.0,525.0,0.0,1.0,-0.907,1.0,10.25,1.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
126.26,11.0,0.0,0.0,4.0,898.0,0.0,1.0,-0.207,1.0,28.24,1.0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
154.46,13.0,0.0,0.0,2.0,423.0,,1.0,-0.3448,0.0,,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
242.78,10.0,0.0,0.0,2.0,1180.0,0.0,1.0,-0.0217,1.0,6.72,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
126.26,6.0,0.0,0.0,4.0,124.0,0.0,1.0,,0.0,33.88,1.0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
37.62,11.0,0.0,0.0,1.0,504.0,0.0,1.0,-0.8593,0.0,1.55,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
621.04,13.0,0.0,0.0,0.0,3260.0,0.0,1.0,,0.0,,1.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
289.16,12.0,0.0,0.0,2.0,,0.0,1.0,,0.0,,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
56.4,12.0,0.0,0.0,,,0.0,1.0,-0.8675,1.0,23.0,1.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
374.19,12.0,0.0,0.0,,652.0,0.0,1.0,2.9459,1.0,12.8,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
225.45,12.0,0.0,0.0,2.0,415.0,0.0,1.0,1.1588,1.0,29.75,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
149.68,22.0,0.0,0.0,,288.0,0.0,1.0,0.0831,0.0,42.21,1.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
287.93,12.0,0.0,0.0,0.0,23.0,0.0,1.0,-0.3296,0.0,1.43,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
126.26,22.0,0.0,,,3339.0,,1.0,,1.0,22.98,1.0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
124.1,13.0,0.0,,1.0,,0.0,1.0,,0.0,13.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
126.26,9.0,0.0,0.0,,67.0,0.0,1.0,-0.5533,0.0,10.49,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
68.68,13.0,0.0,0.0,0.0,,0.0,1.0,-0.2369,0.0,15.64,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
139.64,12.0,0.0,,1.0,3017.0,0.0,1.0,,1.0,35.03,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
541633.26,15.0,0.0,0.0,0.0,832.0,0.0,1.0,2300.5593,0.0,24.21,1.0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
59.17,8.0,0.0,0.0,1.0,1760.0,0.0,1.0,-0.3711,1.0,10.81,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
287.54,11.0,0.0,0.0,2.0,360.0,,1.0,1.9464,0.0,,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
332.22,11.0,0.0,0.0,2.0,58.0,0.0,1.0,,1.0,11.92,1.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
79.35,5.0,0.0,0.0,0.0,4161.0,0.0,1.0,-0.4155,1.0,9.59,1.0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
126.26,18.0,0.0,0.0,1.0,1136.0,,1.0,-0.8095,0.0,50.48,1.0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
304.16,11.0,0.0,0.0,,761.0,0.0,1.0,6.2755,0.0,4.27,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
126.26,6.0,0.0,,0.0,1718.0,0.0,1.0,1.1809,0.0,,1.0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
262.34,11.0,0.0,,0.0,,0.0,1.0,0.3906,0.0,36.23,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
208.28,12.0,0.0,0.0,2.0,34.0,0.0,1.0,0.3022,0.0,1.55,1.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
73.31,20.0,0.0,0.0,,8.0,1.0,1.0,,1.0,20.18,1.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
49.19,14.0,0.0,0.0,0.0,,0.0,0.0,-0.1618,0.0,45.22,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70.03,12.0,0.0,0.0,1.0,,0.0,1.0,0.611,1.0,1.33,1.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
126.26,14.0,0.0,0.0,2.0,3348.0,,1.0,2.2805,0.0,,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
227.88,12.0,0.0,0.0,3.0,200.0,,1.0,,0.0,23.42,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
189.0,16.0,0.0,1.0,2.0,137.0,0.0,1.0,1.6907,0.0,13.62,1.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
116.3,12.0,0.0,0.0,0.0,244.0,,1.0,1.2967,0.0,113.14,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
126.26,9.0,0.0,0.0,2.0,66.0,0.0,1.0,547.3115,0.0,,1.0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1008.6,23.0,0.0,0.0,,102.0,0.0,1.0,,0.0,13.66,1.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
126.26,9.0,0.0,0.0,1.0,,0.0,0.0,,0.0,50.0,1.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
122.74,6.0,0.0,0.0,1.0,244.0,,1.0,,0.0,,1.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
126.26,10.0,1.0,1.0,7.0,16.0,,1.0,2.5792,0.0,75.56,1.0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
126.26,16.0,0.0,0.0,1.0,499.0,0.0,1.0,,0.0,33.95,1.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2084.85,19.0,1.0,2.0,,33.0,,1.0,18.5009,1.0,497.26,1.0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
36.22,18.0,0.0,0.0,2.0,,0.0,1.0,-0.9108,0.0,,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20.25,8.0,0.0,0.0,2.0,24.0,0.0,1.0,-0.9137,1.0,,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
54.89,17.0,0.0,,,178.0,0.0,1.0,0.6646,0.0,36.2,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
97.44,14.0,0.0,0.0,,235.0,1.0,1.0,-0.475,1.0,28.57,1.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
107.32,1.0,0.0,0.0,1.0,818.0,,1.0,-0.7099,1.0,,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
326.11,12.0,0.0,0.0,3.0,1324.0,0.0,1.0,1.1854,1.0,42.56,1.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
232.57,13.0,0.0,0.0,1.0,436.0,,1.0,8.5108,0.0,4.18,1.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
248.27,14.0,0.0,0.0,,639.0,,1.0,0.1688,0.0,3.76,1.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
126.26,12.0,0.0,0.0,,373.0,0.0,1.0,,1.0,10.67,1.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
156.0,16.0,0.0,0.0,,,0.0,1.0,,0.0,29.15,1.0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
36.05,16.0,0.0,0.0,1.0,1060.0,0.0,1.0,0.083,0.0,5.1,1.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
28.89,12.0,1.0,0.0,2.0,645.0,0.0,1.0,-0.904,0.0,15.19,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
60.56,18.0,0.0,0.0,3.0,345.0,1.0,1.0,,1.0,34.75,1.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
237.1,17.0,0.0,0.0,,2103.0,,1.0,2.0299,1.0,43.92,1.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
126.26,8.0,0.0,0.0,1.0,,0.0,1.0,-0.9437,0.0,29.76,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
113.54,12.0,0.0,0.0,,,0.0,1.0,0.0295,0.0,48.23,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
162.6,14.0,0.0,0.0,3.0,,,1.0,,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
126.26,18.0,0.0,0.0,2.0,181.0,0.0,1.0,-0.9545,0.0,7.59,1.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
12.95,13.0,0.0,0.0,0.0,,0.0,1.0,-0.5709,0.0,11.34,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
36.37,12.0,0.0,0.0,1.0,983.0,0.0,1.0,-0.7071,0.0,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
457080.58,12.0,0.0,0.0,,160.0,0.0,1.0,3330.144,0.0,5.38,1.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
126.26,15.0,0.0,0.0,0.0,42.0,0.0,1.0,1.7511,0.0,2.17,1.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
99.0,12.0,0.0,0.0,1.0,,0.0,1.0,,0.0,25.05,1.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
642.69,8.0,1.0,,,32.0,2.0,1.0,1.5971,1.0,,0.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
73.42,12.0,0.0,0.0,1.0,937.0,,1.0,,1.0,4.7,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
309.56,3.0,0.0,0.0,2.0,223.0,0.0,1.0,2.4351,0.0,,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
371.39,21.0,0.0,0.0,1.0,1292.0,0.0,1.0,0.1338,1.0,,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
126.26,12.0,0.0,0.0,1.0,,0.0,1.0,,1.0,0.05,1.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
78.24,13.0,0.0,0.0,2.0,,0.0,1.0,,0.0,42.66,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
126.26,22.0,0.0,0.0,0.0,81.0,0.0,1.0,2.9375,0.0,27.58,1.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
28.66,6.0,0.0,0.0,1.0,,0.0,1.0,-0.648,1.0,4.32,1.0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
34.85,6.0,0.0,0.0,1.0,1122.0,0.0,1.0,,1.0,,1.0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
126.26,14.0,0.0,,1.0,,0.0,1.0,-0.1433,1.0,,1.0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
194116.43,10.0,0.0,0.0,2.0,,0.0,1.0,,0.0,23.54,1.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
126.26,12.0,0.0,0.0,1.0,58.0,0.0,1.0,2.4158,0.0,22.76,1.0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
652632.89,10.0,0.0,0.0,0.0,18.0,0.0,1.0,2350.1623,0.0,4.71,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
11.15,20.0,0.0,0.0,,,0.0,1.0,,0.0,1.41,1.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
126.26,5.0,1.0,,,,,0.0,,0.0,252.13,1.0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0
253.25,17.0,0.0,0.0,1.0,48.0,0.0,1.0,,1.0,7.12,1.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
157.11,6.0,0.0,0.0,0.0,1414.0,,1.0,-0.3841,1.0,45.56,1.0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
126.26,7.0,0.0,0.0,2.0,,0.0,1.0,,0.0,44.83,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
126.26,9.0,1.0,0.0,,2453.0,0.0,1.0,-0.9139,1.0,10.37,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
280.6,12.0,0.0,0.0,,,0.0,1.0,0.0466,1.0,13.39,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
91.7,9.0,0.0,0.0,2.0,507.0,0.0,1.0,0.4325,0.0,,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
126.26,8.0,0.0,0.0,0.0,163.0,,1.0,-0.9013,0.0,,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
374752.36,7.0,0.0,0.0,0.0,396.0,0.0,1.0,2852.7731,0.0,18.19,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
261.32,8.0,0.0,,1.0,3002.0,1.0,1.0,5.6214,1.0,28.82,1.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
126.26,8.0,0.0,,1.0,1085.0,0.0,1.0,1945.3437,0.0,30.39,1.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
126.26,3.0,0.0,1.0,1.0,393.0,,1.0,0.6293,0.0,31.45,1.0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
294.57,18.0,0.0,0.0,,,0.0,1.0,0.2694,0.0,1.97,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
25.94,18.0,0.0,0.0,,4372.0,0.0,1.0,-0.9334,0.0,7.1,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
526.72,13.0,0.0,0.0,0.0,,0.0,1.0,0.8356,0.0,3.74,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
126.26,10.0,0.0,0.0,0.0,3.0,0.0,1.0,-0.4705,0.0,7.66,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
459.3,8.0,0.0,0.0,0.0,1588.0,0.0,1.0,,0.0,,1.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18.61,10.0,0.0,0.0,3.0,1237.0,0.0,1.0,,0.0,16.73,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
126.26,18.0,0.0,,0.0,,0.0,1.0,-0.4343,0.0,33.31,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6.38,10.0,0.0,0.0,1.0,462.0,0.0,1.0,-0.9609,0.0,7.92,1.0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
49.69,22.0,0.0,0.0,,,,1.0,,1.0,0.59,1.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
56.8,13.0,0.0,0.0,0.0,,0.0,1.0,-0.3942,0.0,,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
126.26,12.0,0.0,2.0,,,2.0,0.0,,1.0,707.2,1.0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
126.26,12.0,0.0,0.0,1.0,117.0,0.0,1.0,1.2206,0.0,0.92,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
148.7,22.0,0.0,0.0,0.0,1235.0,1.0,1.0,-0.3868,1.0,10.03,1.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
126.26,12.0,0.0,0.0,1.0,1093.0,,1.0,,0.0,16.42,1.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
103.44,9.0,1.0,0.0,1.0,,0.0,1.0,,0.0,23.12,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8.89,23.0,1.0,0.0,0.0,1412.0,1.0,1.0,-0.9878,0.0,0.65,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
218.83,16.0,1.0,0.0,2.0,,0.0,1.0,,1.0,,1.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
126.26,6.0,0.0,0.0,2.0,1319.0,0.0,1.0,-0.7139,0.0,19.53,1.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
14.75,22.0,0.0,0.0,2.0,,0.0,1.0,-0.9496,0.0,6.04,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
23.5,12.0,0.0,,1.0,796.0,0.0,1.0,-0.8147,0.0,,1.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
126.26,13.0,0.0,0.0,0.0,134.0,0.0,1.0,-0.0727,1.0,0.86,1.0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
94.87,4.0,0.0,0.0,1.0,121.0,,1.0,-0.4666,0.0,23.19,1.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
153.64,14.0,0.0,,2.0,,0.0,1.0,-0.7004,1.0,6.78,1.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
562.4,9.0,1.0,1.0,6.0,4.0,,0.0,0.0122,1.0,651.33,0.0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
126.26,9.0,0.0,0.0,0.0,1891.0,0.0,1.0,-0.6501,0.0,14.98,0.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
23.28,7.0,0.0,0.0,0.0,,0.0,1.0,-0.9369,0.0,32.01,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
119.36,13.0,0.0,0.0,1.0,,,1.0,,0.0,3.83,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
100.34,7.0,0.0,0.0,,720.0,,1.0,,0.0,6.56,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
269.44,8.0,0.0,0.0,,322.0,0.0,1.0,0.8789,0.0,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
370.62,11.0,0.0,1.0,1.0,960.0,0.0,1.0,-0.4656,0.0,3.67,1.0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
126.26,15.0,0.0,0.0,0.0,1274.0,2.0,1.0,,0.0,33.28,1.0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
126.26,20.0,0.0,0.0,1.0,1674.0,0.0,1.0,1.3526,0.0,5.02,1.0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
341.73,8.0,0.0,,3.0,37.0,0.0,1.0,0.0671,0.0,24.8,1.0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
