transaction_id,transaction_amount,transaction_hour,device_type,location_mismatch,previous_fraud_flags,velocity_last_1hr,merchant_category,card_type,account_age_days,failed_auth_attempts,ip_country_match,amount_deviation_ratio,transaction_channel,is_weekend,distance_from_home_km,cvv_match,is_fraudulent_transaction
TXN0000578,204.02,15.0,desktop,0.0,0.0,0.0,entertainment,credit,3676.0,,,0.2351,atm,0.0,7.86,1.0,0
TXN0000579,47.04,18.0,mobile,0.0,0.0,,electronics,credit,2152.0,0.0,1.0,-0.4446,pos,0.0,0.75,1.0,0
TXN0000580,,10.0,desktop,0.0,0.0,0.0,,debit,1183.0,0.0,1.0,-0.5634,,0.0,,,0
TXN0000581,131.71,12.0,desktop,0.0,0.0,2.0,travel,credit,372.0,0.0,1.0,-0.3829,online,0.0,12.04,1.0,0
TXN0000582,79.69,10.0,mobile,0.0,0.0,1.0,retail,credit,265.0,,1.0,2.3357,atm,0.0,12.58,1.0,0
TXN0000583,174.18,11.0,mobile,0.0,0.0,,entertainment,,183.0,0.0,1.0,0.721,atm,0.0,21.71,1.0,0
TXN0000584,24.9,6.0,mobile,0.0,0.0,1.0,groceries,debit,446.0,0.0,,,online,0.0,5.17,,0
TXN0000585,13592.83,23.0,desktop,1.0,1.0,5.0,,virtual,48.0,3.0,1.0,35.6022,online,0.0,,,1
TXN0000586,,22.0,desktop,1.0,1.0,5.0,healthcare,virtual,15.0,2.0,0.0,-0.1252,mobile_app,0.0,,0.0,1
TXN0000587,,12.0,mobile,0.0,,2.0,entertainment,debit,,0.0,0.0,-0.4648,pos,0.0,5.87,,0
TXN0000588,85.16,21.0,desktop,0.0,0.0,1.0,retail,debit,246.0,0.0,1.0,-0.0097,pos,0.0,3.0,1.0,0
TXN0000589,238.43,15.0,mobile,0.0,0.0,1.0,travel,,1403.0,0.0,1.0,,pos,0.0,9.91,1.0,0
TXN0000590,12.91,13.0,desktop,0.0,0.0,1.0,travel,,1329.0,0.0,1.0,-0.9579,mobile_app,0.0,2.32,0.0,0
TXN0000591,,8.0,tablet,0.0,0.0,1.0,gambling,prepaid,183.0,0.0,1.0,-0.7683,pos,0.0,27.76,,0
TXN0000592,82.22,15.0,desktop,0.0,0.0,3.0,retail,credit,62.0,0.0,1.0,,online,0.0,10.74,1.0,0
TXN0000593,92.2,,mobile,,0.0,2.0,electronics,credit,436.0,0.0,1.0,-0.5578,pos,0.0,37.73,1.0,0
TXN0000594,,11.0,mobile,0.0,0.0,0.0,travel,debit,1249.0,,1.0,,online,0.0,11.06,1.0,0
TXN0000595,216.2,14.0,mobile,0.0,,0.0,groceries,prepaid,589.0,0.0,1.0,0.4361,atm,1.0,9.25,,0
TXN0000596,166.43,16.0,mobile,0.0,0.0,,retail,debit,,0.0,1.0,-0.2179,online,1.0,15.81,,0
TXN0000597,2666.09,4.0,unknown,0.0,2.0,7.0,gambling,prepaid,,3.0,0.0,29.9696,online,0.0,189.72,0.0,1
TXN0000598,,15.0,desktop,,0.0,1.0,travel,credit,108.0,0.0,,0.5271,online,,41.76,1.0,0
TXN0000599,,12.0,mobile,0.0,,0.0,travel,debit,1929.0,0.0,1.0,,,0.0,,,0
TXN0000600,,2.0,tablet,1.0,3.0,,electronics,,,2.0,,,pos,1.0,,,1
TXN0000601,661.7,20.0,desktop,0.0,0.0,0.0,healthcare,virtual,434.0,0.0,1.0,0.6724,pos,,15.07,,0
TXN0000602,92.75,10.0,mobile,0.0,0.0,,travel,debit,614.0,0.0,1.0,-0.6633,atm,0.0,4.72,1.0,0
TXN0000603,169.88,17.0,desktop,0.0,0.0,4.0,gambling,debit,,0.0,1.0,,atm,1.0,8.72,1.0,0
TXN0000604,846855.15,8.0,desktop,0.0,0.0,,travel,prepaid,1967.0,0.0,1.0,4520.3665,pos,0.0,15.7,1.0,0
TXN0000605,145.91,,desktop,0.0,0.0,3.0,retail,credit,784.0,0.0,0.0,-0.4791,,1.0,,1.0,0
TXN0000606,102.03,16.0,desktop,0.0,0.0,1.0,travel,debit,709.0,0.0,,-0.3088,pos,,14.53,1.0,0
TXN0000607,34.39,12.0,mobile,0.0,0.0,0.0,healthcare,debit,4469.0,0.0,1.0,-0.1867,online,1.0,9.3,1.0,0
TXN0000608,28.12,16.0,mobile,1.0,0.0,0.0,travel,credit,814.0,0.0,1.0,-0.8224,pos,0.0,3.35,1.0,0
TXN0000609,5.9,,desktop,0.0,0.0,2.0,groceries,credit,531.0,0.0,0.0,-0.7776,online,1.0,7.48,1.0,0
TXN0000610,,8.0,desktop,0.0,0.0,0.0,electronics,debit,2549.0,0.0,,-0.8875,online,0.0,42.36,1.0,0
TXN0000611,48.81,5.0,desktop,0.0,0.0,3.0,gambling,debit,4220.0,0.0,1.0,0.2271,online,0.0,16.13,1.0,0
TXN0000612,12.71,9.0,mobile,0.0,0.0,3.0,entertainment,debit,29.0,0.0,1.0,-0.7721,online,0.0,30.38,,0
TXN0000613,106.38,16.0,mobile,0.0,0.0,2.0,,credit,,0.0,1.0,,pos,1.0,7.48,1.0,0
TXN0000614,203.12,,desktop,0.0,0.0,0.0,retail,prepaid,829.0,,1.0,4.7323,atm,0.0,8.88,1.0,0
TXN0000615,664.67,,desktop,0.0,0.0,2.0,,virtual,258.0,,,0.9877,online,0.0,17.78,1.0,0
TXN0000616,37.97,14.0,mobile,,0.0,1.0,,debit,727.0,0.0,,-0.9274,online,0.0,89.72,,0
TXN0000617,,9.0,mobile,1.0,0.0,1.0,,prepaid,47.0,0.0,1.0,6.6829,atm,0.0,25.16,1.0,0
TXN0000618,107.0,19.0,desktop,0.0,1.0,1.0,entertainment,credit,873.0,0.0,1.0,-0.5414,online,1.0,1.42,1.0,0
TXN0000619,87.44,7.0,desktop,0.0,0.0,2.0,groceries,credit,3073.0,0.0,1.0,,pos,0.0,22.44,,0
TXN0000620,206.65,22.0,mobile,,0.0,0.0,,debit,1357.0,0.0,1.0,7.8516,,0.0,,1.0,0
TXN0000621,12921.19,16.0,mobile,1.0,1.0,12.0,gambling,,26.0,3.0,1.0,46.6941,online,1.0,,0.0,1
TXN0000622,,11.0,,0.0,0.0,,entertainment,debit,,,1.0,,atm,1.0,37.27,1.0,0
TXN0000623,78.04,,mobile,0.0,0.0,0.0,groceries,,434.0,0.0,1.0,1.5327,online,0.0,43.99,1.0,0
TXN0000624,11.26,18.0,desktop,0.0,0.0,,groceries,debit,,0.0,1.0,-0.8432,online,1.0,12.32,1.0,0
TXN0000625,173.19,8.0,unknown,0.0,,0.0,healthcare,credit,716.0,,1.0,,atm,0.0,20.06,1.0,0
TXN0000626,109.75,20.0,mobile,0.0,0.0,,retail,debit,1793.0,0.0,1.0,,mobile_app,1.0,12.46,,0
TXN0000627,192.68,17.0,desktop,0.0,0.0,2.0,healthcare,credit,1885.0,0.0,1.0,3.618,pos,0.0,5.66,1.0,0
TXN0000628,99.72,12.0,mobile,0.0,0.0,1.0,travel,virtual,497.0,0.0,,,pos,0.0,,1.0,0
TXN0000629,124.28,13.0,mobile,0.0,0.0,0.0,retail,,71.0,0.0,,-0.3196,mobile_app,0.0,16.37,1.0,0
TXN0000630,127.97,5.0,mobile,0.0,0.0,2.0,,credit,1013.0,0.0,1.0,0.3927,atm,1.0,,1.0,0
TXN0000631,,,desktop,0.0,,3.0,retail,prepaid,37.0,1.0,1.0,-0.9371,pos,1.0,2.31,,0
TXN0000632,,10.0,desktop,0.0,0.0,2.0,retail,credit,923.0,0.0,1.0,5.3463,online,1.0,15.05,1.0,0
TXN0000633,,,desktop,0.0,0.0,1.0,groceries,credit,69.0,,1.0,-0.9505,online,0.0,,1.0,0
TXN0000634,,10.0,desktop,0.0,,2.0,travel,virtual,659.0,0.0,1.0,,pos,0.0,,,0
TXN0000635,,11.0,mobile,0.0,0.0,0.0,entertainment,credit,578.0,0.0,1.0,,pos,0.0,43.14,,0
TXN0000636,513.72,17.0,,0.0,0.0,3.0,,credit,1155.0,0.0,1.0,,pos,0.0,,1.0,0
TXN0000637,68.3,22.0,,0.0,0.0,0.0,retail,debit,684.0,1.0,1.0,-0.1865,pos,0.0,,1.0,0
TXN0000638,55.14,22.0,desktop,0.0,0.0,1.0,entertainment,,,0.0,1.0,-0.2213,pos,0.0,9.85,,0
TXN0000639,,13.0,tablet,0.0,0.0,1.0,electronics,,370.0,,,-0.834,pos,1.0,,,0
TXN0000640,131.27,7.0,desktop,0.0,0.0,1.0,groceries,prepaid,1019.0,0.0,1.0,0.2527,pos,1.0,,1.0,0
TXN0000641,44.64,,mobile,0.0,,2.0,groceries,credit,299.0,0.0,1.0,-0.6692,pos,0.0,1.03,1.0,0
TXN0000642,26.99,13.0,desktop,,0.0,,entertainment,credit,,,1.0,-0.2503,atm,0.0,36.42,1.0,0
TXN0000643,98.19,14.0,,0.0,,0.0,entertainment,credit,,0.0,1.0,,pos,0.0,16.65,1.0,0
TXN0000644,218.45,6.0,mobile,0.0,0.0,1.0,retail,credit,2492.0,0.0,,2.8138,pos,0.0,16.56,1.0,0
TXN0000645,849.78,3.0,desktop,1.0,2.0,7.0,gambling,prepaid,,,0.0,15.0823,mobile_app,1.0,171.3,,1
TXN0000646,224655.92,11.0,mobile,1.0,0.0,,,debit,173.0,1.0,1.0,882.2336,pos,0.0,29.14,1.0,0
TXN0000647,,12.0,desktop,0.0,0.0,1.0,entertainment,debit,704.0,,1.0,5.5723,,0.0,6.45,1.0,0
TXN0000648,8.48,10.0,desktop,0.0,0.0,0.0,entertainment,credit,195.0,0.0,1.0,-0.888,atm,,36.03,1.0,0
TXN0000649,6.61,14.0,mobile,0.0,0.0,,,debit,,0.0,1.0,-0.9805,atm,,12.12,1.0,0
TXN0000650,,12.0,desktop,0.0,0.0,0.0,travel,debit,,0.0,1.0,-0.2248,atm,0.0,,1.0,0
TXN0000651,15.82,12.0,desktop,0.0,,,electronics,credit,,0.0,1.0,-0.5816,pos,,4.91,,0
TXN0000652,7833.85,8.0,mobile,0.0,5.0,13.0,gambling,credit,,4.0,0.0,15.462,online,0.0,,,1
TXN0000653,49.24,15.0,desktop,0.0,0.0,0.0,electronics,debit,576.0,0.0,1.0,-0.8317,online,1.0,8.71,0.0,0
TXN0000654,98.19,19.0,tablet,0.0,0.0,,,prepaid,526.0,0.0,1.0,-0.5282,pos,0.0,34.64,1.0,0
TXN0000655,164.82,,mobile,,1.0,3.0,entertainment,credit,279.0,0.0,1.0,-0.221,,1.0,1.6,1.0,0
TXN0000656,35.48,19.0,desktop,0.0,0.0,0.0,groceries,credit,701.0,0.0,1.0,-0.8211,pos,0.0,,0.0,0
TXN0000657,,13.0,,0.0,0.0,,groceries,credit,466.0,1.0,1.0,0.155,atm,0.0,10.7,1.0,0
TXN0000658,,14.0,mobile,0.0,0.0,,retail,credit,439.0,0.0,1.0,,mobile_app,0.0,25.1,1.0,0
TXN0000659,,13.0,mobile,0.0,0.0,,groceries,credit,,0.0,1.0,-0.5573,online,0.0,5.84,,0
TXN0000660,,16.0,mobile,0.0,0.0,,retail,debit,,1.0,1.0,-0.097,online,1.0,34.87,1.0,0
TXN0000661,102.19,10.0,mobile,0.0,0.0,0.0,travel,debit,,,1.0,-0.8107,pos,0.0,11.41,1.0,0
TXN0000662,,11.0,mobile,0.0,0.0,0.0,,credit,,2.0,0.0,-0.8367,online,0.0,41.15,1.0,0
TXN0000663,,6.0,,0.0,0.0,0.0,retail,credit,,0.0,1.0,0.1194,,1.0,,,0
TXN0000664,215.38,14.0,,0.0,0.0,1.0,retail,credit,,1.0,1.0,3.2851,online,1.0,,1.0,0
TXN0000665,122.3,18.0,desktop,0.0,1.0,2.0,retail,debit,303.0,1.0,1.0,-0.2191,,0.0,22.27,0.0,0
TXN0000666,14.52,8.0,mobile,0.0,,0.0,groceries,credit,1296.0,0.0,1.0,-0.7854,online,0.0,45.2,1.0,0
TXN0000667,166.96,19.0,tablet,0.0,0.0,,travel,credit,292.0,,1.0,-0.1231,pos,0.0,20.68,1.0,0
TXN0000668,,12.0,mobile,0.0,0.0,0.0,groceries,,363.0,0.0,1.0,,pos,0.0,0.38,1.0,0
TXN0000669,170.23,21.0,,0.0,0.0,0.0,,credit,,0.0,,-0.2884,pos,0.0,19.72,1.0,0
TXN0000670,306.77,,unknown,0.0,0.0,0.0,retail,credit,220.0,,1.0,,mobile_app,,,1.0,0
TXN0000671,,15.0,desktop,,0.0,1.0,groceries,debit,,0.0,1.0,0.4251,mobile_app,0.0,1.12,1.0,0
TXN0000672,22.8,18.0,mobile,0.0,0.0,1.0,retail,credit,,,1.0,-0.9134,pos,0.0,3.43,1.0,0
TXN0000673,42.53,,desktop,,0.0,0.0,groceries,debit,1883.0,,1.0,-0.5235,pos,0.0,12.73,1.0,0
TXN0000674,80.66,22.0,mobile,1.0,0.0,,groceries,debit,,,1.0,,online,1.0,0.89,1.0,0
TXN0000675,1532.67,4.0,desktop,1.0,1.0,8.0,travel,prepaid,57.0,5.0,1.0,3.8918,pos,0.0,928.04,,1
TXN0000676,184.36,10.0,tablet,0.0,0.0,3.0,retail,debit,,0.0,1.0,,online,0.0,10.16,1.0,0
TXN0000677,98.54,18.0,mobile,0.0,0.0,1.0,retail,virtual,,0.0,1.0,-0.4838,pos,0.0,,1.0,0
TXN0000678,73.92,,desktop,0.0,0.0,0.0,retail,,1541.0,0.0,1.0,,mobile_app,0.0,1.1,1.0,0
TXN0000679,449.52,8.0,desktop,0.0,,1.0,retail,credit,288.0,0.0,0.0,2.1706,mobile_app,,25.18,1.0,0
TXN0000680,14.08,2.0,,0.0,0.0,0.0,electronics,debit,,0.0,1.0,-0.5071,pos,0.0,15.22,1.0,0
TXN0000681,,14.0,mobile,0.0,0.0,4.0,travel,debit,507.0,0.0,1.0,,mobile_app,,117.04,1.0,0
TXN0000682,101.83,7.0,desktop,0.0,0.0,,groceries,,,1.0,1.0,-0.7987,pos,0.0,,1.0,0
TXN0000683,92.47,9.0,desktop,0.0,0.0,0.0,groceries,credit,997.0,1.0,1.0,0.9829,atm,1.0,17.91,1.0,0
TXN0000684,22.99,12.0,desktop,0.0,0.0,2.0,travel,debit,,0.0,1.0,-0.5323,online,1.0,5.58,1.0,0
TXN0000685,,13.0,mobile,0.0,0.0,1.0,retail,virtual,,0.0,1.0,-0.852,online,,11.25,1.0,0
TXN0000686,105.7,21.0,mobile,0.0,0.0,2.0,retail,credit,589.0,0.0,,-0.4467,atm,0.0,31.4,1.0,0
TXN0000687,,22.0,mobile,,3.0,2.0,gambling,debit,1.0,10.0,,,online,1.0,,0.0,1
TXN0000688,105.06,13.0,mobile,0.0,0.0,1.0,entertainment,debit,1271.0,0.0,1.0,-0.428,pos,0.0,24.44,1.0,0
TXN0000689,92.71,9.0,desktop,0.0,0.0,0.0,electronics,debit,1587.0,,1.0,-0.5543,pos,0.0,5.24,1.0,0
TXN0000690,122.08,19.0,mobile,0.0,0.0,2.0,retail,,195.0,0.0,1.0,3.1849,pos,0.0,23.02,1.0,0
TXN0000691,114.46,12.0,mobile,0.0,1.0,,healthcare,prepaid,695.0,,1.0,-0.8207,pos,0.0,14.56,0.0,0
TXN0000692,162.28,,tablet,0.0,0.0,,electronics,,350.0,0.0,1.0,,atm,0.0,4.95,,0
TXN0000693,,16.0,desktop,0.0,0.0,1.0,groceries,debit,427.0,,1.0,-0.7631,pos,0.0,19.88,,0
TXN0000694,310.03,,mobile,0.0,0.0,,retail,credit,434.0,0.0,1.0,,pos,0.0,31.13,1.0,0
TXN0000695,21.92,9.0,desktop,0.0,,1.0,groceries,debit,202.0,0.0,1.0,-0.8457,atm,0.0,42.45,,0
TXN0000696,,9.0,mobile,0.0,0.0,0.0,groceries,,,,1.0,-0.0822,pos,1.0,4.32,1.0,0
TXN0000697,248.76,16.0,mobile,0.0,0.0,1.0,entertainment,credit,,,0.0,,mobile_app,0.0,,1.0,0
TXN0000698,48.64,10.0,,0.0,0.0,1.0,,debit,,0.0,1.0,0.7468,pos,0.0,1.23,1.0,0
TXN0000699,87.91,15.0,desktop,0.0,0.0,1.0,groceries,,7.0,0.0,,0.2608,atm,0.0,9.66,,0
TXN0000700,,18.0,mobile,0.0,0.0,1.0,travel,credit,,0.0,1.0,-0.9046,atm,0.0,6.48,1.0,0
TXN0000701,,6.0,mobile,0.0,,1.0,entertainment,debit,2045.0,1.0,1.0,0.071,pos,0.0,5.3,,0
TXN0000702,,9.0,mobile,0.0,0.0,2.0,crypto,virtual,,0.0,1.0,0.0736,pos,0.0,5.79,1.0,0
TXN0000703,,14.0,desktop,,,3.0,electronics,credit,82.0,,1.0,,pos,1.0,15.7,1.0,0
TXN0000704,,8.0,desktop,0.0,0.0,0.0,healthcare,prepaid,757.0,0.0,1.0,-0.594,pos,0.0,0.87,1.0,0
TXN0000705,333.18,16.0,mobile,0.0,0.0,1.0,groceries,prepaid,402.0,1.0,1.0,-0.2184,mobile_app,0.0,20.16,1.0,0
TXN0000706,,9.0,desktop,0.0,0.0,,groceries,credit,1111.0,1.0,1.0,0.156,pos,0.0,18.08,,0
TXN0000707,,16.0,tablet,0.0,0.0,0.0,travel,virtual,138.0,0.0,1.0,,mobile_app,0.0,,1.0,0
TXN0000708,54.05,6.0,desktop,,0.0,,groceries,credit,1715.0,0.0,,-0.4294,pos,1.0,20.14,1.0,0
TXN0000709,91706.07,22.0,mobile,0.0,0.0,2.0,travel,credit,,,,2982.4351,online,0.0,8.1,,0
TXN0000710,,2.0,desktop,0.0,0.0,3.0,,debit,956.0,,1.0,-0.842,atm,0.0,,1.0,0
TXN0000711,122.2,12.0,tablet,0.0,0.0,2.0,groceries,prepaid,307.0,0.0,1.0,-0.8253,online,0.0,2.1,1.0,0
TXN0000712,648.88,11.0,mobile,0.0,0.0,1.0,gambling,credit,280.0,0.0,0.0,7.6648,pos,1.0,43.7,,0
TXN0000713,22.87,9.0,desktop,0.0,0.0,3.0,retail,credit,1592.0,0.0,1.0,-0.9562,online,1.0,22.87,1.0,0
TXN0000714,163.61,8.0,tablet,0.0,0.0,,groceries,debit,118.0,0.0,1.0,-0.2932,pos,0.0,42.05,1.0,0
TXN0000715,277.48,18.0,desktop,0.0,,2.0,groceries,credit,650.0,0.0,1.0,,pos,0.0,22.37,1.0,0
TXN0000716,55.94,8.0,mobile,,0.0,3.0,travel,,545.0,,1.0,-0.6865,pos,0.0,22.82,1.0,0
TXN0000717,,15.0,mobile,0.0,0.0,0.0,healthcare,debit,,0.0,1.0,-0.4977,atm,0.0,70.04,1.0,0
TXN0000718,2600.02,2.0,unknown,1.0,2.0,6.0,gambling,,,,,10.7613,mobile_app,,811.55,,1
TXN0000719,40.08,14.0,desktop,0.0,0.0,0.0,electronics,debit,,,1.0,0.262,pos,1.0,,,0
TXN0000720,260.56,9.0,mobile,0.0,1.0,5.0,,credit,640.0,0.0,1.0,3.0687,mobile_app,1.0,,,0
TXN0000721,332.2,8.0,mobile,0.0,0.0,0.0,travel,debit,573.0,1.0,1.0,2.7305,atm,0.0,,1.0,0
TXN0000722,,1.0,desktop,0.0,0.0,0.0,electronics,debit,,,1.0,0.3024,pos,0.0,,,0
TXN0000723,239.41,18.0,desktop,0.0,0.0,1.0,healthcare,credit,176.0,0.0,1.0,5.75,pos,1.0,,1.0,0
TXN0000724,43.19,22.0,tablet,0.0,,1.0,healthcare,,,0.0,1.0,-0.108,,0.0,26.7,1.0,0
TXN0000725,3646.32,10.0,unknown,0.0,2.0,,crypto,debit,92.0,3.0,0.0,,online,0.0,51.15,,1
TXN0000726,154.17,13.0,,0.0,0.0,0.0,retail,,,,1.0,-0.3575,pos,0.0,7.05,1.0,0
TXN0000727,33.52,7.0,,0.0,0.0,0.0,groceries,,2809.0,0.0,1.0,-0.7722,online,1.0,3.09,,0
TXN0000728,242.32,12.0,unknown,0.0,0.0,0.0,retail,prepaid,,0.0,1.0,0.5757,online,0.0,18.67,1.0,0
TXN0000729,168.81,,mobile,0.0,0.0,0.0,,credit,,0.0,1.0,0.2054,pos,,,1.0,0
TXN0000730,138.88,13.0,tablet,0.0,0.0,1.0,retail,debit,809.0,,1.0,3.9703,pos,0.0,1.81,1.0,0
TXN0000731,3338.09,,mobile,1.0,2.0,7.0,gambling,prepaid,,1.0,0.0,,pos,1.0,560.39,1.0,1
TXN0000732,48.44,22.0,tablet,0.0,1.0,1.0,retail,credit,201.0,0.0,1.0,-0.8213,pos,0.0,10.41,1.0,0
TXN0000733,,15.0,,,1.0,2.0,retail,virtual,,,,-0.0934,atm,1.0,20.78,1.0,0
TXN0000734,40.86,14.0,,0.0,0.0,,entertainment,debit,280.0,1.0,0.0,0.0828,atm,0.0,5.41,,0
TXN0000735,21.78,7.0,mobile,0.0,0.0,1.0,retail,credit,1558.0,0.0,1.0,-0.9025,online,0.0,0.18,1.0,0
TXN0000736,92.44,13.0,mobile,0.0,1.0,,travel,credit,163.0,0.0,1.0,-0.4702,pos,1.0,6.02,1.0,0
TXN0000737,,12.0,,0.0,0.0,1.0,healthcare,debit,222.0,0.0,,-0.2732,pos,0.0,3.66,1.0,0
TXN0000738,267.13,19.0,mobile,0.0,0.0,1.0,entertainment,credit,1816.0,0.0,1.0,6.4446,atm,0.0,,1.0,0
TXN0000739,106.43,,mobile,,0.0,2.0,retail,credit,706.0,0.0,1.0,0.3282,pos,1.0,36.86,1.0,0
TXN0000740,135.18,8.0,desktop,0.0,0.0,1.0,travel,debit,125.0,0.0,1.0,-0.2965,pos,0.0,7.93,1.0,0
TXN0000741,72.24,19.0,tablet,0.0,0.0,0.0,retail,debit,1687.0,0.0,1.0,-0.9157,,0.0,8.19,1.0,0
TXN0000742,110.85,5.0,mobile,0.0,0.0,2.0,groceries,debit,2866.0,,1.0,,pos,0.0,5.23,1.0,0
TXN0000743,289.92,9.0,,0.0,0.0,,entertainment,debit,77.0,0.0,,2.5946,pos,0.0,2.42,1.0,0
TXN0000744,68.3,13.0,desktop,0.0,,0.0,electronics,prepaid,1018.0,0.0,1.0,,mobile_app,1.0,,1.0,0
TXN0000745,95.26,17.0,desktop,0.0,0.0,2.0,groceries,debit,955.0,0.0,1.0,-0.7905,atm,0.0,5.07,1.0,0
TXN0000746,200.6,13.0,desktop,0.0,0.0,,,credit,730.0,0.0,,3.6023,pos,0.0,,1.0,0
TXN0000747,357.48,9.0,mobile,0.0,0.0,1.0,groceries,,1326.0,0.0,1.0,0.3541,atm,0.0,,1.0,0
TXN0000748,,13.0,mobile,0.0,0.0,,travel,debit,384.0,0.0,,-0.9537,online,0.0,,1.0,0
TXN0000749,7.27,6.0,mobile,0.0,0.0,,,credit,747.0,,1.0,-0.9454,pos,,21.88,1.0,0
TXN0000750,84.71,12.0,mobile,0.0,0.0,,travel,debit,1827.0,0.0,1.0,-0.7663,pos,0.0,34.69,1.0,0
TXN0000751,480.66,17.0,mobile,0.0,0.0,1.0,entertainment,prepaid,468.0,0.0,1.0,7.7607,,0.0,23.25,1.0,0
TXN0000752,64.55,18.0,desktop,0.0,0.0,1.0,entertainment,debit,,0.0,1.0,0.5156,pos,0.0,7.62,1.0,0
TXN0000753,178.89,15.0,desktop,0.0,0.0,2.0,,credit,467.0,0.0,1.0,6.1527,pos,0.0,22.84,1.0,0
TXN0000754,27.85,14.0,mobile,0.0,0.0,,healthcare,credit,1294.0,1.0,1.0,0.0098,pos,1.0,,,0
TXN0000755,355.25,9.0,mobile,0.0,0.0,3.0,retail,credit,280.0,0.0,1.0,0.8062,atm,0.0,46.99,1.0,0
TXN0000756,93.3,7.0,,0.0,0.0,1.0,healthcare,credit,1006.0,,1.0,0.3682,pos,0.0,,1.0,0
TXN0000757,175.92,6.0,mobile,0.0,0.0,,entertainment,credit,748.0,0.0,1.0,0.0725,pos,1.0,,,0
TXN0000758,,6.0,mobile,0.0,0.0,1.0,entertainment,virtual,249.0,0.0,1.0,-0.7006,pos,0.0,20.44,,0
TXN0000759,5474.56,4.0,mobile,1.0,2.0,,electronics,virtual,52.0,2.0,,,mobile_app,1.0,1661.26,0.0,1
TXN0000760,74.99,11.0,mobile,0.0,0.0,0.0,retail,prepaid,350.0,,1.0,0.454,pos,1.0,38.72,1.0,0
TXN0000761,398.95,10.0,desktop,0.0,1.0,2.0,electronics,credit,1083.0,1.0,1.0,-0.071,mobile_app,1.0,,1.0,0
TXN0000762,265.73,16.0,,0.0,1.0,0.0,retail,debit,238.0,0.0,1.0,4.1544,pos,0.0,,1.0,0
TXN0000763,606.73,7.0,mobile,0.0,0.0,,gambling,credit,,0.0,,1.3812,pos,0.0,16.88,1.0,0
TXN0000764,,7.0,mobile,0.0,0.0,0.0,electronics,prepaid,1122.0,0.0,1.0,-0.2037,online,1.0,14.15,1.0,0
TXN0000765,,8.0,,0.0,0.0,0.0,groceries,credit,,0.0,1.0,-0.895,online,0.0,0.56,,0
TXN0000766,164.8,9.0,desktop,0.0,0.0,1.0,retail,virtual,,,1.0,0.6832,mobile_app,0.0,4.58,0.0,0
TXN0000767,386.31,7.0,desktop,0.0,,1.0,crypto,credit,918.0,0.0,1.0,0.5952,pos,0.0,9.73,,0
TXN0000768,142.34,14.0,mobile,0.0,0.0,1.0,retail,credit,290.0,0.0,1.0,-0.441,,0.0,8.02,1.0,0
TXN0000769,2762.84,23.0,mobile,1.0,1.0,4.0,travel,virtual,13.0,4.0,0.0,9.4755,online,,606.41,,1
TXN0000770,235.77,17.0,mobile,0.0,0.0,1.0,retail,,108.0,0.0,1.0,,atm,0.0,0.85,,0
TXN0000771,,9.0,mobile,,0.0,0.0,groceries,credit,,0.0,1.0,-0.262,online,0.0,13.52,1.0,0
TXN0000772,69.05,12.0,mobile,0.0,0.0,1.0,groceries,debit,,0.0,1.0,-0.2608,mobile_app,0.0,4.29,1.0,0
TXN0000773,182.5,14.0,mobile,,0.0,2.0,retail,credit,1366.0,0.0,1.0,-0.6629,atm,1.0,,1.0,0
TXN0000774,14.77,18.0,mobile,0.0,0.0,1.0,retail,credit,885.0,0.0,1.0,-0.9086,pos,,0.94,1.0,0
TXN0000775,,13.0,,0.0,0.0,1.0,groceries,credit,86.0,0.0,1.0,0.79,atm,,5.15,1.0,0
TXN0000776,187.63,,mobile,,0.0,0.0,travel,credit,,0.0,1.0,-0.6867,online,1.0,10.78,,0
TXN0000777,,5.0,mobile,0.0,0.0,0.0,,credit,1323.0,0.0,1.0,-0.669,mobile_app,0.0,32.86,1.0,0
TXN0000778,57.25,,tablet,0.0,0.0,,groceries,credit,431.0,0.0,1.0,-0.4848,pos,0.0,,1.0,0
TXN0000779,,4.0,mobile,0.0,0.0,0.0,groceries,debit,,0.0,1.0,-0.8209,atm,0.0,0.65,,0
TXN0000780,80.17,11.0,desktop,0.0,0.0,,electronics,credit,1152.0,0.0,1.0,-0.644,pos,0.0,29.79,1.0,0
TXN0000781,254.99,14.0,desktop,0.0,0.0,1.0,groceries,credit,94.0,0.0,1.0,-0.4142,online,0.0,,1.0,0
TXN0000782,306.73,15.0,,0.0,0.0,2.0,healthcare,credit,832.0,0.0,,2.2358,pos,0.0,8.22,1.0,0
TXN0000783,,10.0,,0.0,0.0,1.0,,credit,203.0,0.0,1.0,,pos,0.0,5.54,,0
TXN0000784,,9.0,mobile,0.0,0.0,0.0,entertainment,credit,550.0,,1.0,-0.0566,atm,0.0,5.62,1.0,0
TXN0000785,93.0,16.0,desktop,0.0,1.0,0.0,entertainment,debit,692.0,,1.0,-0.7196,online,1.0,20.83,1.0,0
TXN0000786,160.39,14.0,,0.0,0.0,,groceries,prepaid,,,1.0,2.2696,,0.0,40.3,,0
TXN0000787,217.43,21.0,unknown,0.0,0.0,2.0,travel,prepaid,29.0,0.0,1.0,-0.3423,online,0.0,48.69,,0
TXN0000788,3946.62,22.0,desktop,1.0,3.0,9.0,travel,virtual,,5.0,1.0,15.3385,online,0.0,11.64,0.0,1
